run 0: {'page': 1, 'para': 0, 'line': 1, 'text': '[570', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 519: {'page': 3, 'para': 13, 'line': 6, 'text': 'Aus', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 520: {'page': 3, 'para': 13, 'line': 6, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 521: {'page': 3, 'para': 13, 'line': 6, 'text': 'chließungswei-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 522: {'page': 3, 'para': 13, 'line': 7, 'text': 's', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 523: {'page': 3, 'para': 13, 'line': 7, 'text': 'e', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 524: {'page': 3, 'para': 13, 'line': 7, 'text': ' als die ihrigen an', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 525: {'page': 3, 'para': 13, 'line': 7, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 526: {'page': 3, 'para': 13, 'line': 7, 'text': 'ehen kann. Sie macht ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 527: {'page': 3, 'para': 13, 'line': 7, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 528: {'page': 3, 'para': 13, 'line': 7, 'text': 'ich ein ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 529: {'page': 3, 'para': 13, 'line': 7, 'text': 'ge-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 530: {'page': 3, 'para': 13, 'line': 8, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 531: {'page': 3, 'para': 13, 'line': 8, 'text': 'wi', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 532: {'page': 3, 'para': 13, 'line': 8, 'text': 'ss', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 533: {'page': 3, 'para': 13, 'line': 8, 'text': 'es', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 534: {'page': 3, 'para': 13, 'line': 8, 'text': ' Gewebe von nothwendigen Wahrheiten aus ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 535: {'page': 3, 'para': 13, 'line': 8, 'text': 'allge-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 536: {'page': 3, 'para': 13, 'line': 9, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 537: {'page': 3, 'para': 13, 'line': 9, 'text': 'meinen Begriffen. Sie legt allgemeine Grundbegriffe', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 538: {'page': 3, 'para': 13, 'line': 10, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 539: {'page': 3, 'para': 13, 'line': 10, 'text': 'und Grund', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 540: {'page': 3, 'para': 13, 'line': 10, 'text': 'sä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 541: {'page': 3, 'para': 13, 'line': 10, 'text': 'tze hin, verbindet ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 542: {'page': 3, 'para': 13, 'line': 10, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 543: {'page': 3, 'para': 13, 'line': 10, 'text': 'olche nach ihren ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 544: {'page': 3, 'para': 13, 'line': 10, 'text': 'nothwen-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 545: {'page': 3, 'para': 13, 'line': 11, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 546: {'page': 3, 'para': 13, 'line': 11, 'text': 'digen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 547: {'page': 3, 'para': 13, 'line': 11, 'text': ' Denkge', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 548: {'page': 3, 'para': 13, 'line': 11, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 549: {'page': 3, 'para': 13, 'line': 11, 'text': 'etzen, und findet dadurch die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 550: {'page': 3, 'para': 13, 'line': 11, 'text': 'nothwen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 551: {'page': 3, 'para': 13, 'line': 11, 'text': '-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 552: {'page': 3, 'para': 13, 'line': 12, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 553: {'page': 3, 'para': 13, 'line': 12, 'text': 'digen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 554: {'page': 3, 'para': 13, 'line': 12, 'text': ' Verh', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 555: {'page': 3, 'para': 13, 'line': 12, 'text': 'ä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 556: {'page': 3, 'para': 13, 'line': 12, 'text': 'ltni', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 557: {'page': 3, 'para': 13, 'line': 12, 'text': 'ss', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 558: {'page': 3, 'para': 13, 'line': 12, 'text': 'e der ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 559: {'page': 3, 'para': 13, 'line': 12, 'text': 'Id', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 560: {'page': 3, 'para': 13, 'line': 12, 'text': 'een, die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 561: {'page': 3, 'para': 13, 'line': 12, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 562: {'page': 3, 'para': 13, 'line': 12, 'text': 'ie alsdenn den ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 563: {'page': 3, 'para': 13, 'line': 12, 'text': 'Ob-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 564: {'page': 3, 'para': 13, 'line': 13, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 565: {'page': 3, 'para': 13, 'line': 13, 'text': 'jekten', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 566: {'page': 3, 'para': 13, 'line': 13, 'text': ' zu', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 567: {'page': 3, 'para': 13, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 568: {'page': 3, 'para': 13, 'line': 13, 'text': 'chreibet, wenn ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 569: {'page': 3, 'para': 13, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 570: {'page': 3, 'para': 13, 'line': 13, 'text': 'ie findet, daß die', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 571: {'page': 3, 'para': 13, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 572: {'page': 3, 'para': 13, 'line': 13, 'text': 'er ihre ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 573: {'page': 3, 'para': 13, 'line': 13, 'text': 'Be-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 574: {'page': 3, 'para': 13, 'line': 14, 'text': 's', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 575: {'page': 3, 'para': 13, 'line': 14, 'text': 'chaffenheiten ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 576: {'page': 3, 'para': 13, 'line': 14, 'text': 'mit demjenigen einerley ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 577: {'page': 3, 'para': 13, 'line': 14, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 578: {'page': 3, 'para': 13, 'line': 14, 'text': 'ind, was ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 579: {'page': 3, 'para': 13, 'line': 14, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 580: {'page': 3, 'para': 13, 'line': 14, 'text': 'ie ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 581: {'page': 3, 'para': 13, 'line': 14, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 582: {'page': 3, 'para': 13, 'line': 14, 'text': 'ich', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 583: {'page': 3, 'para': 13, 'line': 15, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 584: {'page': 3, 'para': 13, 'line': 15, 'text': 'unter ihren entwickelten Gemeinbegriffen ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 585: {'page': 3, 'para': 13, 'line': 15, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 586: {'page': 3, 'para': 13, 'line': 15, 'text': 'chon', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 587: {'page': 3, 'para': 13, 'line': 15, 'text': ' vorge', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 588: {'page': 3, 'para': 13, 'line': 15, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 589: {'page': 3, 'para': 13, 'line': 15, 'text': 'tel-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 590: {'page': 3, 'para': 13, 'line': 16, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 591: {'page': 3, 'para': 13, 'line': 16, 'text': 'let', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 592: {'page': 3, 'para': 13, 'line': 16, 'text': ' hat. Zuweilen hat ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 593: {'page': 3, 'para': 13, 'line': 16, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 594: {'page': 3, 'para': 13, 'line': 16, 'text': 'ie ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 595: {'page': 3, 'para': 13, 'line': 16, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 596: {'page': 3, 'para': 13, 'line': 16, 'text': 'olche ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 597: {'page': 3, 'para': 13, 'line': 16, 'text': 'allgemeine', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 598: {'page': 3, 'para': 13, 'line': 16, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 599: {'page': 3, 'para': 13, 'line': 16, 'text': 'Theorien', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 600: {'page': 3, 'para': 13, 'line': 17, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 601: {'page': 3, 'para': 13, 'line': 17, 'text': 'noch nicht zum Voraus ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 602: {'page': 3, 'para': 13, 'line': 17, 'text': 'verfertiget', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 603: {'page': 3, 'para': 13, 'line': 17, 'text': ', aber alsdenn ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 604: {'page': 3, 'para': 13, 'line': 17, 'text': 'entwi-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 605: {'page': 3, 'para': 13, 'line': 18, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 606: {'page': 3, 'para': 13, 'line': 18, 'text': 'ckelt', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 607: {'page': 3, 'para': 13, 'line': 18, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 608: {'page': 3, 'para': 13, 'line': 18, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 609: {'page': 3, 'para': 13, 'line': 18, 'text': 'ie doch die Begriffe von den ihr vorliegenden ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 610: {'page': 3, 'para': 13, 'line': 18, 'text': 'Ge-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 611: {'page': 3, 'para': 13, 'line': 19, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 612: {'page': 3, 'para': 13, 'line': 19, 'text': 'gen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 613: {'page': 3, 'para': 13, 'line': 19, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 614: {'page': 3, 'para': 13, 'line': 19, 'text': 't', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 615: {'page': 3, 'para': 13, 'line': 19, 'text': 'ä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 616: {'page': 3, 'para': 13, 'line': 19, 'text': 'nden, ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 617: {'page': 3, 'para': 13, 'line': 19, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 618: {'page': 3, 'para': 13, 'line': 19, 'text': 'etzt ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 619: {'page': 3, 'para': 13, 'line': 19, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 620: {'page': 3, 'para': 13, 'line': 19, 'text': 'ie deutlich aus einander, verbindet und', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 621: {'page': 3, 'para': 13, 'line': 20, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 622: {'page': 3, 'para': 13, 'line': 20, 'text': 'vergleicht ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 623: {'page': 3, 'para': 13, 'line': 20, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 624: {'page': 3, 'para': 13, 'line': 20, 'text': 'ie, und macht Folgerungen und Schl', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 625: {'page': 3, 'para': 13, 'line': 20, 'text': 'üss', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 626: {'page': 3, 'para': 13, 'line': 20, 'text': 'e aus', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 627: {'page': 3, 'para': 13, 'line': 21, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 628: {'page': 3, 'para': 13, 'line': 21, 'text': 'ihnen. H', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 629: {'page': 3, 'para': 13, 'line': 21, 'text': 'ö', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 630: {'page': 3, 'para': 13, 'line': 21, 'text': 'here ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 631: {'page': 3, 'para': 13, 'line': 21, 'text': 'Vernunft', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 632: {'page': 3, 'para': 13, 'line': 21, 'text': ', oder ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 633: {'page': 3, 'para': 13, 'line': 21, 'text': 'raisonnirende', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 634: {'page': 3, 'para': 13, 'line': 21, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 635: {'page': 3, 'para': 13, 'line': 21, 'text': 'Ver', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 636: {'page': 3, 'para': 13, 'line': 21, 'text': '-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 637: {'page': 3, 'para': 13, 'line': 22, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 638: {'page': 3, 'para': 13, 'line': 22, 'text': 'nunft', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 639: {'page': 3, 'para': 13, 'line': 22, 'text': ', oder ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 640: {'page': 3, 'para': 13, 'line': 22, 'text': 'Vernunft', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 641: {'page': 3, 'para': 13, 'line': 22, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 642: {'page': 3, 'para': 13, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 643: {'page': 3, 'para': 13, 'line': 22, 'text': 'chlechthin i', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 644: {'page': 3, 'para': 13, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 645: {'page': 3, 'para': 13, 'line': 22, 'text': 't al', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 646: {'page': 3, 'para': 13, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 647: {'page': 3, 'para': 13, 'line': 22, 'text': 'o ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 648: {'page': 3, 'para': 13, 'line': 22, 'text': '„', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 649: {'page': 3, 'para': 13, 'line': 22, 'text': 'das ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 650: {'page': 3, 'para': 13, 'line': 22, 'text': 'Ver-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 651: {'page': 3, 'para': 13, 'line': 23, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 652: {'page': 3, 'para': 13, 'line': 23, 'text': '„m', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 653: {'page': 3, 'para': 13, 'line': 23, 'text': 'ö', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 654: {'page': 3, 'para': 13, 'line': 23, 'text': 'gen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 655: {'page': 3, 'para': 13, 'line': 23, 'text': ', aus Ein', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 656: {'page': 3, 'para': 13, 'line': 23, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 657: {'page': 3, 'para': 13, 'line': 23, 'text': 'icht des Zu', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 658: {'page': 3, 'para': 13, 'line': 23, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 659: {'page': 3, 'para': 13, 'line': 23, 'text': 'ammenhangs ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 660: {'page': 3, 'para': 13, 'line': 23, 'text': 'allgemei-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 661: {'page': 3, 'para': 13, 'line': 24, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 662: {'page': 3, 'para': 13, 'line': 24, 'text': '„ner', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 663: {'page': 3, 'para': 13, 'line': 24, 'text': ' Begriffe ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 664: {'page': 3, 'para': 13, 'line': 24, 'text': 'ü', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 665: {'page': 3, 'para': 13, 'line': 24, 'text': 'ber die Dinge zu urtheilen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 666: {'page': 3, 'para': 13, 'line': 24, 'text': '.‟', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 667: {'page': 3, 'para': 14, 'line': 25, 'text': 'Es kann nicht ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 668: {'page': 3, 'para': 14, 'line': 25, 'text': 'vergeblich wiederholet werden, daß', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 669: {'page': 3, 'para': 14, 'line': 26, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 670: {'page': 3, 'para': 14, 'line': 26, 'text': 'die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 671: {'page': 3, 'para': 14, 'line': 26, 'text': 'allgemeine', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 672: {'page': 3, 'para': 14, 'line': 26, 'text': 'allgemein', 'isbreak': 'yes', 'bold': True, 'strikethrough': True, 'italic': False, 'underline': True}
run 673: {'page': 3, 'para': 14, 'line': 26, 'text': ' Begriffe', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 674: {'page': 3, 'para': 14, 'line': 26, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 675: {'page': 3, 'para': 14, 'line': 26, 'text': 'nichts als ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 676: {'page': 3, 'para': 14, 'line': 26, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 677: {'page': 3, 'para': 14, 'line': 26, 'text': 'o viele ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 678: {'page': 3, 'para': 14, 'line': 26, 'text': 'einzelne', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 679: {'page': 3, 'para': 14, 'line': 27, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 680: {'page': 3, 'para': 14, 'line': 27, 'text': 'besondere', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 681: {'page': 3, 'para': 14, 'line': 27, 'text': ' Seiten ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 682: {'page': 3, 'para': 14, 'line': 27, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 683: {'page': 3, 'para': 14, 'line': 27, 'text': 'ind, an welchen die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 684: {'page': 3, 'para': 14, 'line': 27, 'text': 'wirklichen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 685: {'page': 3, 'para': 14, 'line': 27, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 686: {'page': 3, 'para': 14, 'line': 27, 'text': 'Ge-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 687: {'page': 3, 'para': 14, 'line': 28, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 688: {'page': 3, 'para': 14, 'line': 28, 'text': 'gen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 689: {'page': 3, 'para': 14, 'line': 28, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 690: {'page': 3, 'para': 14, 'line': 28, 'text': 't', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 691: {'page': 3, 'para': 14, 'line': 28, 'text': 'ä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 692: {'page': 3, 'para': 14, 'line': 28, 'text': 'nde', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 693: {'page': 3, 'para': 14, 'line': 28, 'text': ' betrachtet werden k', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
